Song Name,Author,Classname,lyrics_available,lyrics_length,lyrics
Altes Fieber,Die Toten Hosen,selfdetermination,True,1126,"Wo sind diese Tage
An denen wir glaubten
Wir hätten nichts zu verlier'n?
Wir machen alte Kisten auf
Hol'n unsre Geschichten raus
Ein großer, staubiger Haufen Altpapier
Wir hör'n Musik von früher
Schau'n uns verblasste Fotos an
Erinnern uns, was mal gewesen war

Und immer wieder
Sind es dieselben Lieder
Die sich anfühl'n
Als würde die Zeit stillsteh'n

Ich geh' auf meine Straße
Lauf' zu unserm Laden
Seh' euch alle da sitzen
Weiß, dass ich richtig bin
In welchen Höh'n und welchen Tiefen
Wir gemeinsam war'n
Drei Kreuze, dass wir immer noch hier sind

Und immer wieder
Sind es dieselben Lieder
Die sich anfühl'n
Als würde die Zeit stillsteh'n
Denn es geht nie vorüber (Woah-oh)
Dieses alte Fieber (Woah-oh)
Das immer dann hochkommt
Wenn wir zusammen sind

Wir stoßen an
Mit jedem Glas
Auf alle, die draufgegangen sind

Und immer wieder
Sind es dieselben Lieder
Die sich anfühl'n
Als würde die Zeit stillsteh'n
Denn es geht nie vorüber (Woah-oh)
Dieses alte Fieber (Woah-oh)
Das immer dann hochkommt
Wenn wir zusammen sind
Denn es geht nie vorüber (Woah-oh)
Dieses alte Fieber (Woah-oh)
Das immer kommt
Wenn wir zusammen sind"
Little Bit Love,Sunrise Avenue,lovemaking,True,1167,"Here we are to find something
Here we are to make a move
And I just need a liitle bit
I just need a little bit love
You just need a little bit love
I don't need a crown on my head
Or a plan how to grow old
But I just need a little bit
I just need a little bit love
You just need a little bit love

And it makes me crazy
How I need you, baby
No, I can't escape it
'Cause I just need a little bit love

Just need a little bit
I just need a little bit love
I just need a little bit

Can you see the bright horizon?
Come with me to somewere new
'Cause I just need a little bit
I just need a liitle bit love
You just need a little bit love

And it makes me crazy
How I need you, baby
No, I can't escape it
'Cause I just need a little bit love

Just need a little bit
I just need a little bit love
Just need a little bit, oh

Only you and you alone
Only you can make me hole
Take my heart, my heart belongs to you
Only you and you alone
Only you can make me hole
Take my heart, my heart belongs to you

I just need a little bit love
Just need a little bit
I just need a little bit love
I just need a little bit
I just need a little bit love
I just need a little bit love
Oh"
Zuhause // Daheim,JBS,lovemaking,True,1255,"Tiefe Gespräche mit Blickkontakt
Hör'n die auf, mich zu therapier'n
Tanzen bei Mondlicht, Mitternacht
Bis wir beide die Sinne verlier'n
Und weil du mich grad so süchtig machst
Brauch' ich noch viel mehr von dem, was du hast
Ja, ich fall' für deine Liebe, denn bei dir gibt's keinen Hass
Spür' dein'n Atem bis in jede meiner Adern
Und mir bleibt meiner steh'n, yeah
Fühl', wie mich deinе Augen voll und ganz belagern
Und ich kann nichts mеhr seh'n

In deinem Bett lieg' ich weich, bei mir schlaf' ich nie ein
Deine Blumen, sie blüh'n, und bei mir geh'n sie ein
Bei dir bin ich zuhaus und bei mir nur daheim
Deshalb will ich hier raus, zieh' in deinem Herzen ein

Mein Puls steigt an, wusst nicht, dass ich sowas fühlen kann
Du bist mir so nah, spür' keine Distanz
Ich halt' dich fest in meiner Hand
Denn ich lieb', wie es brennt, wie Benzin in sei'm Bett
Ja, ich lieb' deine Art, die so tief in dir steckt (Ohh)
Deine Haut auf meiner Haut, ich glaub', die Wunden heil'n (Ohh)
Dann gibst du auf, bei dir zuhaus fühl' ich mich nicht mehr allein

In deinem Bett lieg' ich weich, bei mir schlaf' ich nie ein
Deine Blumen, sie blüh'n, und bei mir geh'n sie ein
Bei dir bin ich zuhaus und bei mir nur daheim
Deshalb will ich hier raus, zieh' in deinem Herzen ein"
WONDERFUL LIFE,Luciano,party,True,2340,"(Hey, SIRA)
Don't let go
Never give up, it's such a wonderful life

Don't let go (
Boh-boh-boh-boh-boh-boh
)
Never give up, it's such a wonderful life (
Brr
)
Don't let go (
Mwuah, Negro
)
Never give up, it's such a wonderful life (
Boom, bah
)

Bleib' auf Kurs, guck, die Nacht mein Tag, denn I love that life we livin' (Yeah)
Rolls-Royce-Truck, doch mein Herz noch da, denn ich bleib' auf Lifetime humble (Negro)
Baddie gibt Head und die andere shakеd, guck, ich start' mit Two Girls New Year (Mwuah)
Hoch in mein Pеnthouse, livin' my best im Tracky von 6PM (Grr)
Mein Bruder, guck, Life is short, denk an dein'n Traum und lauf
Halte dich fern von Negative People, halte dein'n Weg nach vorn
Glaub mir, dein Life too short (Ah), Beautiful Tings zu seh'n
Hol dir dein Glück, von selbst kommt nix, also halte dein'n Weg nach vorn

Ba-Baby, komm, mach ein'n Schritt
Baby, komm, find dein'n Freedom
Wonderful Life, guck, ich leb' mein'n Dream, alles hier selbst erkämpft
Das Leben ein Masterpiece
Suche dein'n Weg nach oben
Finde dein Glück, my Beautiful Girl, denn, Honey, dein Life too short

Don't let go (
Boh-boh-boh-boh-boh-boh
)
Never give up, it's such a wonderful life (
Brr
)
Don't let go (
Mwuah, Negro
)
Never give up, it's such a wonderful life (
Boom, bah
)

Damals im Block versteckt
Zu viel im Kopf depri (Brr)
Heute im Bagatelle (Mwuah)
Too many girls on me
Too hot, nur für mich only
Give a fuck, was der Opp-Boy denkt
Bro, guck vor und erfüll dein'n Dream
Energie kommt, also folg dei'm Sinn (Brr)
Bin noch nicht fertig (Nah-ah), gimme more blessings
Immer noch Hunger auf Stacks und too many vibes to catch
Bi-bin noch nicht fertig, gimme more blessings
Immer noch Hunger auf Stacks und t-too many vibes to catch

Baby, komm, mach ein'n Schritt
Baby, komm, find dein'n Freedom
Wonderful Life, guck, ich leb' mein'n Dream, alles hier selbst erkämpft
Das Leben ein Masterpiece (
Don't let go
)
Suche dein'n Weg nach oben
Finde dein Glück, my Beautiful Girl, denn, Honey, dein Life too short (
Never give up, it's such a wonderful life
)

Don't let go (
Boh-boh-boh-boh-boh-boh
)
Never give up, it's such a wonderful life (
Brr
)
Don't let go (
Mwuah, Negro
)
Never give up, it's such a wonderful life (
Boom, bow
)
Don't let go
Never give up, it's such a wonderful life
Don't let go
Never give up, it's such a wonderful life"
Chasing Love,Danimal,party,True,560,"I don't tell this to you enough
Just how much I truly love
Everything you do or say
Never fails to blow me away
Things don't go according to plan
But as long as I can always hold your hand
Nothing can possibly go wrong
As long as I'm with you where I belong

'Cause when you're far away
I feel like a hurricane
Is raging through brain
And I don't wanna live anymore
When you're far away
I feel like tsunami waves
Are raging over me
And I don't wanna live anymore

I don't wanna live if you're not here where you belong
I don't wanna live in a world without you"
Kool-Aid,Bring Me The Horizon,aggressive,True,1805,"We are the children of the devolution
The infamous martyrs, the scars on the sun
Asphyxiating with a smile on your face
While they pull your teeth out one by one

Is this what you wanted? 
No
Do you want some more? 
Yeah
D-Generation
Who's keeping score?

'Cause you got a taste now, drank the Kool-Aid by the jug
So suffer your fate, oh, come here and give me a hug
Nobody loves you like I love you, oh, my dear
But you should've known that this was gonna end in tears

Such a sucker for an execution
The void is a vampire, fat on our blood
Domesticated like a cat in a cage
While they try their hand at playing God

Is this what you wanted? 
No
Do you want some more-e-e-e? 
Yeah
D-Generation
Afraid there's no cure

'Cause you got a taste now, drank the Kool-Aid by the jug
So suffer your fate, oh, come here and give me a hug
Nobody loves you like I love you, oh, my dear (Oh, oh-oh)
But you should've known that this was gonna end in tears

Oh, oh-oh, oh-oh, oh-oh

I got my hands around your throat, I love the way you choke
'Cause I am yours and you are mine, I'll never let you go
My hands around your throat, I love the way you choke
'Cause I am yours and you are mine, I'll never let you go

(Hey! Hey! Hey! Hey! Hey! Hey!)
I'll never let you go
(Hey! Hey! Hey! Hey! Hey! Hey!)
Get the fuck up
Yeah


'Cause you got a taste now, drank the Kool-Aid by the jug
So suffer your fate, oh, come here and give me a hug
Nobody loves you like I love you, oh, my dear (Oh, oh-oh)
But you should've known, you should've known
But you should've known that this was gonna end in tears

You should've known

What if it's like
La, la-la-la, la-la-la
La, la-la-la, la-la-la, la-la-la?
Oh, I forgot somethin'
La-la-la, la-la-la, la-la-la, la, yeah
La-la-la
That this was gonna end in tears
Or some shit like that"
This Is What It Feels Like - Armin vna Buuren 2023 Remix,Armin van Buuren,loneliness,False,0,
SCHNAPS.,Zensery,aggressive,True,2517,"Boah, Bruder, ich lag grad vier Jahre im Koma, Dicka
Kannst du mir ma' 'ne Flasche Korn rumbrin'n? Und noch eine Sache, Bruder
Warum fragt mich jeder nach mein'n Pronom'n? Was woll'n diese Komischen von mir, Mann?

Schnaps in mein' Becher, das' mein Ding
Kann nicht mehr grade reden, denn ich hab' zu viel getrinkt
Kipp' die vierte Pulle Schnaps in meinen Kopf, mach' Rambazamba
Erst fick' ich meine Leber, danach fick' ich deine—
Schnaps in mein' Becher, das' mein Ding
Kann nicht mеhr grade reden, dеnn ich hab' zu viel getrinkt
Kipp' die vierte Pulle Schnaps in meinen Kopf, mach' Rambazamba
Erst fick' ich meine Leber, danach fick' ich deine—

Trink' mit Brüdern ein paar Flaschen, schreib' besoffen meinen Text
Sie sagen, ich bin asozial, deren Gefühle sind verletzt
Sie woll'n ein Sorry von mir haben, doch das ist mir scheißegal
Meine Pronomen, die sind Langer/Penis, hoffe, das ist klar
Ich will eine Million Euro von dem Kassenwart der Volksbank
Weil ich identifiziere mich als Präsident von Deutschland
Und der Bulle will mich ficken, macht die Handschell'n nicht mehr los
Was für Menschenrechte? Bruder, ich bin 
nebenbei ein Fuchs

Schnaps in mein' Becher, das' mein Ding
Kann nicht mehr grade reden, denn ich hab' zu viel getrinkt
Kipp' die vierte Pulle Schnaps in meinen Kopf, mach' Rambazamba
Erst fick' ich meine Leber, danach fick' ich deine—
Schnaps in mein' Becher, das' mein Ding
Kann nicht mehr grade reden, denn ich hab' zu viel getrinkt
Kipp' die vierte Pulle Schnaps in meinen Kopf, mach' Rambazamba
Erst fick' ich meine Leber, danach fick' ich deine—

Ich habe Wodka in mei'm Blut, doch trinke weiter, bis ich kotze
Ich hab' mindestens die Hälfte der Gehirnzell'n weggesoffen
Bin der Captain auf dem Schiff, stell' drei Flaschen auf den Tisch
Und sagt der Bastard etwas Falsches, kriegt der Hund eine gewischt
Wirf die Drogen ins Gebüsch, kommt der Bulle auf mich zu
Bin vom Saufen sehr verklingelt, doch ansonsten geht's mir gut
Und sie fragen mich: „Wie wird man so ein krass mieser Ficker?“
Und die Antwort, die ist leicht: Kauf ein Schnaps.-T-Shirt, Dicka

Schnaps in mein' Becher, das' mein Ding
Kann nicht mehr grade reden, denn ich hab' zu viel getrinkt
Kipp' die vierte Pulle Schnaps in meinen Kopf, mach' Rambazamba
Erst fick' ich meine Leber, danach fick' ich deine—
Schnaps in mein' Becher, das' mein Ding
Kann nicht mehr grade reden, denn ich hab' zu viel getrinkt
Kipp' die vierte Pulle Schnaps in meinen Kopf, mach' Rambazamba
Erst fick' ich meine Leber, danach fick' ich deine—"
Say Nothing,Citizen Soldier,heartbroken,True,2413,"Where do you go when you always feel so low?
All my scars are so loud and all my friends are burned out
So, I don't let the sickness show
I know you mean well, but it’s best that I don't speak
Somehow, I'm always upset and I would rather be dead
Than ever drag you down with me

Feeling like a burden for hurting
And I don’t know why, don't know why
Feeling like a burden for hurting
And I don't know why

I'm a mess, so depressed
It's hard to get out of my head
In the end, it's probably best to say nothing, say nothing
My defense, all my friends, they like me more when I pretend
In the end, it's probably best to say nothing, say nothing
(Say nothing, say nothing)

Where do you go when you're healing way too slow?
Cause the pressure I feel to keep it all concealed
Makes me wanna be alone
On the surface, I’m fine, but the walls are caving in
It’s a struggle, no doubt, but I'd rather shut down
Than be judged for who I am

Feeling like a burden for hurting
And I don’t know why, don't know why
Feeling like a burden for hurting
And I don't know why

I'm a mess, so depressed
It’s hard to get out of my head
In the end, it's probably best to say nothing, say nothing
My defense, all my friends, they like me more when I pretend
In the end, it's probably best to say nothing, say nothing

Stop pushing me and let this go
It's better that you never know
Cause I would rather hold it in 'til I run out of oxygen
Then spill it out and lose control
It's better that you never know
If I don't keep my secrets safe, the ones I love would never stay
They never stay, they never stay
(They never stay)

It's getting hard to breathe sometimes
I don't want to be alive some nights
Just trying to find a reason why
Just trying to find a reason why

I'm a mess, so depressed
It's hard to get out of my head
In the end, it's probably best to say nothing, say nothing
My defense, all my friends, they like me more when I pretend
In the end, it's probably best to say nothing, say nothing

Stop pushing me and let this go (Stop pushing me and let this go)
It's better that you never know (Better that you never know)
Cause I would rather hold it in 'til I run out of oxygen
Then spill it out and lose control (Spill it out and lose control)
It's better that you never know (It's better that you never know)
If I don't keep my secrets safe, the ones I love would never stay
They never stay, they never stay
(They never stay)"
Psycho,Asking Alexandria,aggressive,True,2311,"I'm feeling out of my mind
Oh God, I feel so alive
Oh no, I'm not gonna die
'Cause I'm a psycho

I love to get attention
The tensions all I need
To feed my own insanity (Feed my own insanity)
Don't ask me for forgiveness
I'd rather watch you bleed
If it meant that I could see with clarity

Something's awaken deep inside
It's like I'm frozen still in time
And in my head, it's like I'm in a cage
I hide behind the devil's eyes
I lost my faith a thousand times
And in my head, it's like I'm in a cage

I'm feeling out of my mind
Oh God, I feel so alive
Oh no, I'm not gonna die
'Cause I'm a psycho
A Messiah to life
I'm feeling out of my mind
I'm going crazy
'Cause I'm a fucking psycho (Whoa)
(Oh) I'm a fucking psycho

You'd think I'd learn my lesson
Or quit while I'm ahead
Don't fuck with all the memories in my mind
I'm about to break down, nothing can help now
Why do I keep falling, falling to the ground?

Something's awaken deep inside
It's like I'm frozen still in time
And in my head, it's like I'm in a cage
I hide behind the devil's eyes
I lost my faith a thousand times
And in my head, it's like I'm in a cage

I'm feeling out of my mind
Oh God, I feel so alive
Oh no, I'm not gonna die
'Cause I'm a psycho
A Messiah to life
I'm feeling out of my mind
I'm going crazy
'Cause I'm a fucking psycho (Whoa)
(Oh) I'm a fucking psycho
(Oh, oh)

Something's awaken deep inside
It's like I'm frozen still in time
And in my head, it's like I'm in a cage
I hide behind the devil's eyes
I lost my faith a thousand times
And in my head, it's like I'm in a cage

I'm feeling out of my mind
(I'm a fucking psycho)
I'm feeling out of my mind
(I'm a fucking psycho)
I'm feeling out of my mind
(I'm a fucking psycho)
(I'm a fucking psycho)
I'm feeling out of my mind
(I'm a fucking psycho)
(I'm a fucking psycho)

I'm feeling out of my mind
Oh God, I feel so alive
Oh no, I'm not gonna die

Something's awaken deep inside
It's like I'm frozen still in time
And in my head, it's like I'm in a cage (Whoa)
I hide behind the devil's eyes
I lost my faith a thousand times
And in my head, it's like I'm in a cage

I'm feeling out of my mind
Oh God, I feel so alive
Oh no, I'm not gonna die
'Cause I'm a psycho
A Messiah to life
I'm feeling out of my mind
I'm going crazy
'Cause I'm a fucking psycho
I'm a fucking psycho"
MONEY ON THE DASH,Elley Duhé,party,True,1554,"Take, you're runnin' off the road, so get out the way
Push the pedal to the floor, blow 'em all away
Yeah, you see I'm gettin' close, I accelerate
Goin' faster than fast, hit the gas
Lose control, I won't crash, rollin' high
Put your money on the dash, throw the dice
Lose control, I won't crash, rollin', —trol, I won't crash
When you slow, I won't crash, rollin'
Take, take, take, take

Take, you're runnin' off the road, so get out the way
Push the pedal to the floor, blow 'em all away
Yeah, you see I'm gettin' close, I acceleratе
Goin' faster than fast, hit the gas
Lose control, I won't crash, rollin' high
Put your monеy on the dash, throw the dice
Lose control, I won't crash, rollin', —trol, I won't crash
When you slow, I won't crash, rollin'
Take, take, take, take

Take, you're runnin' off the road, so get out the way
Push the pedal to the floor, blow 'em all away
Yeah, you see I'm gettin' close, I accelerate
Goin' faster than fast, hit the gas
Lose control, I won't crash, rollin' high
Put your money on the dash, throw the dice
Lose control, I won't crash, rollin', —trol, I won't crash
When you slow, I won't crash, rollin'
Take, take, take, take

Take, you're runnin' off the road, so get out the way
Push the pedal to the floor, blow 'em all away
Yeah, you see I'm gettin' close, I accelerate
Goin' faster than fast, hit the gas
Lose control, I won't crash, rollin' high
Put your money on the dash, throw the dice
Lose control, I won't crash, rollin', —trol, I won't crash
When you slow, I won't crash, rollin'
Take, take, take, take"
Refuse To Speak,Sub Zero Project,loneliness,True,787,"In and out my head, I live in fallacies in phantom galaxies, from what my mind tells me
No matter what they say, a voice in double speak
It's almost clear to me, but language a mystery

They say: what kills us makes us stronger
The fear that pulls you under, the phantom I refuse to see (Oh, oh, oh, oh)
The lies in which you conjure, can't take this any longer
I never know, I never know, but I refuse to speak
The lies in which you conjure, can't take this any longer
I never know, I never know, but I refuse to speak


What kills us makes us stronger
The fear that pulls you under, the phantom I refuse to see (Oh, oh, oh, oh)
The lies in which you conjure, can't take this any longer
I never know, I never know, but I refuse to speak
I never know, I never know, but I refuse to speak"
Heavy Is the Crown,Linkin Park,aggressive,True,1457,"It's pourin' in, you're laid on the floor again
One knock at the door and then
We both know how the story ends
You can't win if your white flag's out when the war begins
Aimin' so high but swingin' so low
Tryin' to catch fire but feelin' so cold
Hold it inside and hope it won't show
I'm sayin' it's not, but inside, I know

Today's gonna be the day you notice
'Cause I'm tired of explainin' what the joke is

This is what you asked for, heavy is the crown
Fire in the sunrise, ashes rainin' down
Try to hold it in, but it keeps bleedin' out
This is what you asked for, heavy is the
Heavy is the crown

Turn to run, now look what it's become
Outnumbered, ten to one
Back thеn should've bit your tongue
'Cause thеre's no turnin' back this path once it's begun
You're already on that list
Say you don't want what you can't resist
Wavin' that sword when the pen won't miss
Watch it all fallin' apart like this

This is what you asked for, heavy is the crown
Fire in the sunrise, ashes rainin' down
Try to hold it in, but it keeps bleedin' out
This is what you asked for, heavy is the
Heavy is the crown

Today's gonna be the day you notice
'Cause I'm tired of explainin' what the joke is

This is what you asked for

This is what you asked for, heavy is the crown
Fire in the sunrise, ashes rainin' down
Try to hold it in but it keeps bleedin' out
This is what you asked for, heavy is the
Heavy is the crown

Heavy is the crown
Heavy is the, heavy is the crown"
For Whom The Bell Tolls - Remastered,Metallica,aggressive,False,0,
Mittelmeer,Pashanim,heartbroken,True,2870,"(Stickle)

Ich wünscht, wir könnten wieder sein, wie wir früher einmal war'n
Mit dir ohne Führerschein Richtung Mittelmeer fahr'n
Ja, ich vergess' vieles, aber sicher nicht dein'n Nam'n
Doch vielleicht soll's auch nicht sein, wir passen wirklich nicht zusamm'n
Ich wünscht, wir könnten wieder sein, wie wir früher einmal war'n
Mit dir ohne Führerschein Richtung Mittelmeer fahr'n
Fenster auf und fahr' die Küste lang
Weiß, ich werd' dich wiederseh'n, wenn ich nur wüsste, wann

Von Berlin-Kreuzberg nach Italien in nur einer Nacht
Lenk' den Wagen auf die Autobahn in Richtung deiner Stadt
Über Grenze durch die Alpen, hör' 
Drei Fragezeichen
Und die Landschaft ändert sich, als wär'n es andre Jahreszeiten
Du schreibst: „Wie lang brauchst du noch?“, ich schick' dir Live-Location
Fahr' zweihundert durch den Brenner, unsre Playlist auf Rotation
So viel schon erlebt, viel Jahre spiel'n sich in mein' Kopf ab
Ohne dich fühl' ich mich arm, auch wenn ich jetzt ein Loft hab'
Lange Nacht, ich zieh' durch und seh' die erste Sonne
Frag' mich, wo ich jetzt ein'n rauchen kann und ein'n Kaffee bekomme
Morgengrauen, Ausfahrt, Autogrill, Espresso
Cali und Ciabatta, tank' den Wagen bei der Esso

Ich wünscht, wir könnten wieder sein, wie wir früher einmal war'n
Mit dir ohne Führerschein Richtung Mittelmeer fahr'n
Ja, ich vergess' vieles, aber sicher nicht dein'n Nam'n
Doch vielleicht soll's auch nicht sein, wir passen wirklich nicht zusamm'n
Ich wünscht, wir könnten wieder sein, wie wir früher einmal war'n
Mit dir ohne Führerschein Richtung Mittelmeer fahr'n
Fenster auf und fahr' die Küste lang
Weiß, ich werd' dich wiederseh'n, wenn ich nur wüsste, wann

Bieg' ab an die Küste, seh' das Meer nach langer Zeit wieder
Deshalb fahr' ich lieber mit mein' Wagen und nehm' kein'n Flieger
Doch egal, wohin ich geh', ich vermiss' meine Stadt
Meine Freunde, meine Straße, meine Gegend, mein'n Shabab
Drive Mode: Sport Plus, Baby, ich hab's eilig
Und sie schreibt: „Fahr nicht zu schnell“, doch das ist leider unvermeidlich
Unser Leben ist verrückt, von uns sitzt keiner an ein' Schreibtisch
Mach ein'n Stopp in einer Kleinstadt, treff' ein'n Jung'n und unterhalt' mich
Aber danach direkt weiter, kann's nicht warten, dich zu seh'n
Ich bieg' ab in deine Straße, bring' den Wagen dann zum Steh'n
Unter Gucci-Sonn'nschirm lieg' ich mit dir dann am Strand
Bin am Handy, Sonn'nbrille, und schreib' mit mein' Lieferant

Ich wünscht, wir könnten wieder sein, wie wir früher einmal war'n
Mit dir ohne Führerschein Richtung Mittelmeer fahr'n
Ja, ich vergess' vieles, aber sicher nicht dein'n Nam'n
Doch vielleicht soll's auch nicht sein, wir passen wirklich nicht zusamm'n
Ich wünscht, wir könnten wieder sein, wie wir früher einmal war'n
Mit dir ohne Führerschein Richtung Mittelmeer fahr'n
Fenster auf und fahr' die Küste lang
Weiß, ich werd' dich wiederseh'n, wenn ich nur wüsste, wann"
Sin So Sweet,Warren Zeiders,lovemaking,True,1033,"Nobody knows your body so
We're leavin' details in my mind
If holdin' you's wrong, don't call me right
Lock me out of Heaven for the night

Hang up your wings, crawl into me
Cover me up under your sheets
Roll back your eyes, sink in your teeth
Show me that side nobody sees
I'm addicted to you, you're addicted to me
I've never tasted sin so sweet

No Novocain, wanna feel everything
I want the pleasure, don't hold the pain
Light this ice-cold soul on fire
Whisper all your dark desires

Hang up your wings, crawl into me
Cover me up under your sheets
Roll back your eyes, sink in your teeth
Show mе that side that nobody sees
I'm addicted to you, you're addictеd to me
I've never tasted sin so sweet
I'm using you, you're using me
I've never tasted sin so sweet
Hang up your wings, crawl into me
Cover me up under your sheets
Roll back your eyes, sink in your teeth
Show me that side nobody sees
I'm addicted to you, you're addicted to me
I've never tasted sin so sweet
I'm using you, you're using me
I've never tasted sin so sweet"
Alles ist relativ,BIG TIM,party,True,1392,"Alles ist, alles ist relativ normal
Alles ist, alles ist uns manchmal echt egal
Selbst Einstein hatte nur 'ne Vier in Mathe
Und war später mal total genial

Alles ist, alles ist relativ normal
Alles ist, alles ist uns manchmal echt egal
Selbst Einstein hatte nur ’ne Vier in Mathe
Und war später mal total genial
Alles ist, alles ist relativ normal
Alles ist, alles ist uns manchmal echt egal
Selbst Einstein hatte nur 'ne Vier in Mathe
Und war später mal total genial
Alles ist, alles ist—
Alles ist, alles ist—
Und war später mal total genial

Regeln, Diktate, Formeln und Daten
Fakten, Fakten, alles wissen, nichts raten
Wie ein Riesenspeicher, den man füttern muss
Doch was muss, das muss, und irgendwann ist ja mal Schluss

Ich möcht viel lieber surfen geh'n mit meiner Maus
Bei mir zuhaus in meinem Bett durchs Internet

Ah, ey, Leute, keine Panik
Ich check’ die Lage wie der Käpt'n der Titanic
Alles wird gut, also macht euch keine Sorgen
Denn wir sind die Kings von morgen

Alles ist, alles ist relativ normal
Alles ist, alles ist uns manchmal echt egal
Selbst Einstein hatte nur 'ne Vier in Mathe
Und war später mal total genial

Alles ist, alles ist relativ normal
Alles ist, alles ist uns manchmal echt egal
Selbst Einstein hatte nur 'ne Vier in Mathe
Und war später mal total genial
Alles ist, alles ist—
Alles ist, alles ist—
Alles ist, alles ist—
Und war später mal total genial"
10 Sekunden,JBS,heartbroken,True,1478,"Zehn Sekunden, in den'n du sagst, dass du mich nicht mehr liebst
Zehn Sekunden brauchst du, bis du mir deine Schlüssel gibst
Und schon seit Stunden seh' ich, wie du dich in Lügen fliehst
Zehn Sekunden, bis du danach in seinen Armen liegst

Zehn Sekunden sind 'ne ganz schön lange Zeit
Aber zu kurz, um mir zu sagen: „Tut mir leid“
Neue Wunden und ich hoff', dass sie verheil'n
Weil zum Alleinesein bin ich noch nicht bereit

Bin neu frisiert, hab' investiert, doch möchte keinem imponier'n
Ich hab' vom Zweifeln langsam Falten auf der Stirn
Sagst du nochmal, ist dir egal, dein Leben muss jetzt weitergeh'n
Hab' ich nicht zugehört und wieder nix kapiert
Wär ich 'ne Uhr, wär ich kaputt und würde mich nicht weiterdreh'n
Solange, bis mich irgendjemand repariert
Wie lange weißt du, dass du scheiße bist? Du Herz und Seele, beide triffst
Wenn du eine Entscheidung triffst, dich nicht länger für mich zu intressier'n
Dich nicht länger für mich zu intressier'n
Und trotzdem schrei' ich, wenn ich weine, deinen Nam'n
Und trotzdem spür' ich deinen Kopf in meinem Arm
Deine Liebe ging noch schneller, als sie kam
Und ich frag' mich: „Wieso können wir nicht einfach weitergeh'n?“
Zehn Sekunden reichen nicht, um zu versteh'n

Zehn Sekunden sind 'ne ganz schön lange Zeit
Aber zu kurz, um mir zu sagen: „Tut mir leid“
Neue Wunden und ich hoff', dass sie verheil'n
Weil zum Alleinesein bin ich noch nicht bereit

Da-da-la, la-la-la-la, la-la-da-da-da
Da-da-la, la-la-la-la, la-la-ah-ah-ah"
Master Of Puppets,Metallica,aggressive,True,1897,"End of passion play, crumbling away
I'm your source of self-destruction
Veins that pump with fear, sucking darkest clear
Leading on your death's construction

Taste me, you will see
More is all you need
Dedicated to
How I'm killing you

Come crawling faster
Obey your master
Your life burns faster
Obey your master, master

Master of puppets, I'm pulling your strings
Twisting your mind and smashing your dreams
Blinded by me, you can't see a thing
Just call my name 'cause I'll hear you scream
Master, master
Just call my name 'cause I'll hear you scream
Master, master

Needlework the way, never you betray
Life of death becoming clearer
Pain monopoly, ritual misery
Chop your breakfast on a mirror

Taste me, you will see
More is all you need
Dedicated to
How I'm killing you

Come crawling faster
Obey your master
Your life burns faster
Obey your master, master

Master of puppets, I'm pulling your strings
Twisting your mind and smashing your dreams
Blinded by me, you can't see a thing
Just call my name 'cause I'll hear you scream
Master, master
Just call my name 'cause I'll hear you scream
Master, master (Master, master, master, master)



Master, master
Where's the dreams that I've been after?
Master, master
You promised only lies
Laughter, laughter
All I hear or see is laughter
Laughter, laughter
Laughing at my cries
Fix me



Hell is worth all that, natural habitat
Just a rhyme without a reason
Never-ending maze, drift on numbered days
Now your life is out of season

I will occupy
I will help you die
I will run through you
Now I rule you too

Come crawling faster
Obey your master
Your life burns faster
Obey your master, master

Master of puppets, I'm pulling your strings
Twisting your mind and smashing your dreams
Blinded by me, you can't see a thing
Just call my name 'cause I'll hear you scream
Master, master
Just call my name 'cause I'll hear you scream
Master, master"
